Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,18 Jun 2008,Dividend - Rs. - 2.0000,-,20 Jun 2008,27 Jun 2008,13 Jun 2008,19 Jun 2008,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,22 Jul 2009,Dividend - Rs. - 1.2000,-,24 Jul 2009,30 Jul 2009,17 Jul 2009,23 Jul 2009,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,13 Jul 2010,Dividend - Rs. - 1.2000,-,15 Jul 2010,23 Jul 2010,08 Jul 2010,14 Jul 2010,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,01 Aug 2011,Dividend - Rs. - 1.5000,-,03 Aug 2011,11 Aug 2011,27 Jul 2011,02 Aug 2011,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,30 Jul 2012,Dividend - Rs. - 1.5000,-,01 Aug 2012,07 Aug 2012,25 Jul 2012,31 Jul 2012,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,22 Jul 2013,Dividend - Rs. - 1.5000,-,24 Jul 2013,31 Jul 2013,17 Jul 2013,23 Jul 2013,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,25 Jul 2014,Dividend - Rs. - 2.0000,-,29 Jul 2014,05 Aug 2014,22 Jul 2014,25 Jul 2014,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,15 Sep 2015,Dividend - Rs. - 2.0000,-,18 Sep 2015,18 Sep 2015,10 Sep 2015,16 Sep 2015,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,22 Mar 2016,Interim Dividend - Rs. - 2.0000,24 Mar 2016,-,-,17 Mar 2016,22 Mar 2016,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,13 Sep 2017,Dividend - Rs. - 2.0000,14 Sep 2017,-,-,07 Sep 2017,13 Sep 2017,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,13 Sep 2017,Special Dividend - Rs. - 0.5000,14 Sep 2017,-,-,07 Sep 2017,13 Sep 2017,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,02 Aug 2018,Final Dividend - Rs. - 2.0000,03 Aug 2018,-,-,27 Jul 2018,02 Aug 2018,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,26 Jul 2019,Final Dividend - Rs. - 2.0000,29 Jul 2019,-,-,22 Jul 2019,26 Jul 2019,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,28 Aug 2019,Bonus issue 1:2,29 Aug 2019,-,-,22 Aug 2019,28 Aug 2019,-
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,23 Mar 2020,Interim Dividend - Rs. - 1.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
