security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500170,GTNINDS,717.70,718.00,-687.80,-3.30,-0.28,2007,3
500170,GTNINDS,692.50,693.10,-679.80,-13.80,-1.20,2007,4
500170,GTNINDS,795.50,796.40,-767.20,-5.90,-0.51,2008,1
500170,GTNINDS,509.00,509.60,-494.80,-19.30,-1.67,2008,2
500170,GTNINDS,639.10,639.70,-673.20,-71.60,-6.20,2008,3
500170,GTNINDS,463.90,-73.40,-537.30,-35.40,-3.06,2008,4
500170,GTNINDS,452.30,-60.10,-512.40,-61.80,-5.35,2009,1
500170,GTNINDS,537.00,-12.20,-549.20,-51.30,-4.45,2009,2
500170,GTNINDS,610.80,-5.90,-616.70,-51.70,-4.47,2009,3
500170,GTNINDS,748.60,31.20,-717.40,-20.20,-1.74,2009,4
500170,GTNINDS,830.40,61.50,-768.90,3.10,0.21,2010,2
500170,GTNINDS,1012.40,77.30,-935.10,38.00,2.16,2010,3
500170,GTNINDS,1198.50,92.60,-1105.90,28.00,1.59,2010,4
500170,GTNINDS,932.30,64.70,-867.60,14.80,0.84,2011,2
500170,GTNINDS,914.90,-5.30,-920.20,-24.30,-3.02,2011,3
500170,GTNINDS,1037.70,-32.00,-1069.70,-72.50,-4.13,2011,4
500170,GTNINDS,888.30,824.50,-191.10,-9.80,-0.56,2012,1
500170,GTNINDS,891.10,838.30,-211.70,-38.90,-2.67,2012,2
500170,GTNINDS,880.90,825.20,-71.60,-56.20,-3.20,2012,3
500170,GTNINDS,1048.50,990.00,-240.20,-56.50,-3.22,2012,4
500170,GTNINDS,1402.10,1325.60,-119.30,-3.70,-0.21,2013,1
500170,GTNINDS,1103.80,1043.00,-126.80,-53.60,-3.06,2013,2
500170,GTNINDS,1524.70,1435.50,-146.40,4.70,0.23,2013,3
500170,GTNINDS,1582.90,1499.90,-139.60,2.50,0.09,2013,4
500170,GTNINDS,1406.40,1315.10,-117.90,38.10,2.12,2014,1
500170,GTNINDS,1185.70,1113.80,-119.40,-20.80,-1.32,2014,2
500170,GTNINDS,1162.20,1092.70,-117.20,-48.70,-2.91,2014,3
500170,GTNINDS,886.20,828.00,-83.40,-41.00,-2.53,2014,4
500170,GTNINDS,851.60,53.90,-75.50,-14.90,-0.97,2015,1
500170,GTNINDS,727.70,51.20,-81.80,-8.40,-0.53,2015,2
500170,GTNINDS,687.70,45.70,-67.00,-107.10,-6.16,2015,3
500170,GTNINDS,722.60,46.70,-78.20,-0.30,-0.08,2015,4
500170,GTNINDS,662.60,39.80,-80.10,71.60,4.06,2016,1
500170,GTNINDS,703.80,654.90,-79.20,-28.90,,2016,2
500170,GTNINDS,765.80,44.60,-81.50,2.90,,2016,3
500170,GTNINDS,699.50,22.00,-77.50,-20.10,,2016,4
500170,GTNINDS,669.30,677.10,-137.70,-18.80,-1.07,2017,1
500170,GTNINDS,488.80,493.10,-132.70,-29.20,-1.67,2017,2
500170,GTNINDS,763.20,767.20,-148.90,-22.80,-1.31,2017,3
500170,GTNINDS,831.40,844.50,-164.50,-14.50,-0.86,2017,4
500170,GTNINDS,871.80,872.50,-162.20,4.10,0.23,2018,1
500170,GTNINDS,812.80,817.00,-171.90,-10.90,-0.62,2018,2
500170,GTNINDS,883.50,887.10,-169.00,-50.60,-0.29,2018,3
500170,GTNINDS,953.20,957.80,-175.40,-27.30,-1.56,2018,4
500170,GTNINDS,917.50,921.80,-157.30,5.30,0.30,2019,1
500170,GTNINDS,860.00,864.30,-153.80,-35.80,-2.04,2019,2
500170,GTNINDS,904.50,907.20,-167.30,17.80,1.02,2019,3
500170,GTNINDS,913.50,915.60,-166.50,-1.90,-0.11,2019,4
500170,GTNINDS,763.80,766.80,-158.00,-34.50,-1.96,2020,1
500170,GTNINDS,421.00,423.50,-98.80,-60.10,-3.43,2020,2
500170,GTNINDS,788.20,795.90,-157.60,-27.60,-1.57,2020,3
500170,GTNINDS,881.10,883.10,-155.10,2.90,0.16,2020,4
