security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500317,OSWALAGRO,-41.75,-41.72,-22.37,-64.11,-0.48,2007,3
500317,OSWALAGRO,169.35,169.75,-6.83,146.57,1.09,2007,4
500317,OSWALAGRO,-46.44,-42.30,-11.65,-52.85,-0.39,2008,1
500317,OSWALAGRO,5.25,5.29,-1.48,0.37,,2008,2
500317,OSWALAGRO,8.24,8.27,-0.07,0.16,,2008,3
500317,OSWALAGRO,13.74,-91.44,-105.18,-91.38,-0.68,2008,4
500317,OSWALAGRO,-0.94,-78.17,-77.22,-41.96,-0.31,2009,1
500317,OSWALAGRO,23.67,23.67,-7.88,15.97,0.12,2009,2
500317,OSWALAGRO,23.96,12.56,-11.40,10.73,0.08,2009,3
500317,OSWALAGRO,25.25,15.21,-10.05,12.73,0.09,2009,4
500317,OSWALAGRO,1.39,-32.86,-34.24,-26.97,-0.20,2010,1
500317,OSWALAGRO,0.35,0.35,-9.70,33.93,0.25,2010,2
500317,OSWALAGRO,6.40,-7.39,-13.78,-5.67,-0.04,2010,3
500317,OSWALAGRO,6.50,-7.34,-13.84,-6.62,-0.05,2010,4
500317,OSWALAGRO,10.03,0.11,-9.93,2.92,0.57,2011,1
500317,OSWALAGRO,27.88,18.95,-8.93,32.37,0.24,2011,2
500317,OSWALAGRO,27.64,17.25,-10.40,23.24,0.17,2011,3
500317,OSWALAGRO,49.80,34.02,-15.78,39.52,0.29,2011,4
500317,OSWALAGRO,23.92,23.92,-5.71,-561.60,-4.17,2012,1
500317,OSWALAGRO,61.83,61.83,-2.85,-200.73,-1.50,2012,2
500317,OSWALAGRO,62.14,62.14,-0.95,55.24,0.41,2012,3
500317,OSWALAGRO,54.43,54.43,-1.14,49.21,0.37,2012,4
500317,OSWALAGRO,283.52,244.14,-1.83,18.52,0.14,2013,1
500317,OSWALAGRO,29.82,29.82,-1.74,14.56,0.11,2013,2
500317,OSWALAGRO,29.62,29.62,-0.20,21.23,0.16,2013,3
500317,OSWALAGRO,29.74,29.74,-0.68,20.73,0.15,2013,4
500317,OSWALAGRO,26.76,26.76,-0.27,71.23,0.53,2014,1
500317,OSWALAGRO,23.56,23.56,-0.32,15.52,0.12,2014,2
500317,OSWALAGRO,24.27,24.27,-0.24,10.83,0.08,2014,3
500317,OSWALAGRO,54.01,54.01,-0.37,100.16,0.75,2014,4
500317,OSWALAGRO,322.43,257.00,-0.30,18.57,0.14,2015,1
500317,OSWALAGRO,50.95,50.95,-0.34,41.42,0.31,2015,2
500317,OSWALAGRO,31.22,31.22,-0.30,15.58,0.12,2015,3
500317,OSWALAGRO,33.77,33.77,-0.35,-20.09,-0.15,2015,4
500317,OSWALAGRO,176.84,151.20,-0.08,4.06,0.03,2016,1
500317,OSWALAGRO,18.45,18.45,-0.10,11.44,0.09,2016,2
500317,OSWALAGRO,20.43,20.43,-5.24,-1.91,-0.01,2016,3
500317,OSWALAGRO,20.43,20.43,-0.12,7.33,0.05,2016,4
500317,OSWALAGRO,155.00,251.82,-2.51,41.67,0.31,2017,1
500317,OSWALAGRO,,55.57,-3.87,24.24,0.18,2017,2
500317,OSWALAGRO,,48.35,-9.35,11.14,0.08,2017,3
500317,OSWALAGRO,,48.30,-3.19,14.19,0.11,2017,4
500317,OSWALAGRO,223.67,269.36,-11.18,79.28,0.59,2018,1
500317,OSWALAGRO,,74.63,-3.51,47.29,0.35,2018,2
500317,OSWALAGRO,,45.88,-10.82,3.96,0.03,2018,3
500317,OSWALAGRO,,41.16,-4.53,16.44,0.12,2018,4
500317,OSWALAGRO,,55.02,-8.22,25.04,0.19,2019,1
500317,OSWALAGRO,,62.77,-3.26,32.36,0.24,2019,2
500317,OSWALAGRO,,66.28,-5.66,29.31,0.22,2019,3
500317,OSWALAGRO,39.94,106.22,-6.24,24.24,0.18,2019,4
500317,OSWALAGRO,106.12,169.95,-57.68,87.13,-0.12,2020,1
500317,OSWALAGRO,,57.63,-21.19,11.61,0.09,2020,2
500317,OSWALAGRO,76.19,131.28,-4.15,12.92,0.10,2020,3
500317,OSWALAGRO,56.20,113.51,-9.38,4.71,0.04,2020,4
